Demand_id,Path,Transponder-100,Transponder-200,Transponder-400
Cincinnati-Portland,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",1,1,0
Cincinnati-Sacrameto,"['Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,0,1
Cincinnati-Phoenix,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",0,0,1
Cincinnati-SanDiego,"['Cincinnati', 'Indianapolis', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",0,1,0
Tampa-Vancouver,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,0,1
Tampa-LosAngeles,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",1,1,3
Tampa-SanFrancisco,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,1,1
Tampa-LasVegas,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",0,1,0
Tampa-SaltLakeCity,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,0
Tampa-ElPaso,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Tampa-Dallas,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas']",1,2,1
Tampa-Houston,"['Tampa', 'Atlanta', 'NewOrleans', 'Houston']",1,4,0
Tampa-OklahomaCity,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas', 'OklahomaCity']",1,1,0
Tampa-Minneapolis,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis']",0,0,1
Tampa-KansasCity,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity']",0,2,0
Tampa-Denver,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver']",0,1,1
Tampa-Chicago,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago']",2,1,3
Tampa-Indianapolis,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis']",0,0,1
Tampa-Detroit,"['Tampa', 'Charlotte', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit']",4,1,1
Tampa-StLouis,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis']",0,1,1
Tampa-Nashville,"['Tampa', 'Atlanta', 'Nashville']",0,1,1
Tampa-Cleveland,"['Tampa', 'Charlotte', 'WashingtonDC', 'Pittsburgh', 'Cleveland']",0,3,0
Tampa-NewYork,"['Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",6,8,2
Tampa-Montreal,"['Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston', 'Montreal']",0,1,1
Tampa-Charlotte,"['Tampa', 'Charlotte']",1,1,1
Tampa-NewOrleans,"['Tampa', 'Atlanta', 'NewOrleans']",1,0,1
Tampa-Boston,"['Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",0,1,2
Tampa-Atlanta,"['Tampa', 'Atlanta']",4,4,1
Tampa-Miami,"['Tampa', 'Miami']",3,3,7
Tampa-WashingtonDC,"['Tampa', 'Charlotte', 'WashingtonDC']",5,2,1
Tampa-Philadelphia,"['Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia']",1,0,2
Tampa-Toronto,"['Tampa', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Toronto']",1,1,1
Tampa-Pittsburgh,"['Tampa', 'Charlotte', 'WashingtonDC', 'Pittsburgh']",0,2,0
Tampa-Cincinnati,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Cincinnati']",0,0,1
Tampa-Memphis,"['Tampa', 'Atlanta', 'Nashville', 'Memphis']",2,1,0
Tampa-Winnipeg,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
Tampa-Calgary,"['Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,0,1
Tampa-Seattle,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",1,1,0
Tampa-Portland,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,1,0
Tampa-Sacrameto,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",2,0,0
Tampa-Phoenix,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",0,0,1
Tampa-SanDiego,"['Tampa', 'Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",0,0,1
Memphis-Vancouver,"['Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",0,0,1
Memphis-LosAngeles,"['Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",2,1,1
Memphis-SanFrancisco,"['Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,0,1
Memphis-LasVegas,"['Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",1,0,0
Memphis-SaltLakeCity,"['Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,0,1
Memphis-ElPaso,"['Memphis', 'Dallas', 'ElPaso']",0,1,0
Memphis-Dallas,"['Memphis', 'Dallas']",1,2,1
Memphis-Houston,"['Memphis', 'Dallas', 'Houston']",2,1,1
Memphis-OklahomaCity,"['Memphis', 'Dallas', 'OklahomaCity']",0,0,1
Memphis-Minneapolis,"['Memphis', 'StLouis', 'Chicago', 'Minneapolis']",0,0,1
Memphis-KansasCity,"['Memphis', 'StLouis', 'KansasCity']",0,0,1
Memphis-Denver,"['Memphis', 'StLouis', 'KansasCity', 'Denver']",0,1,0
Memphis-Chicago,"['Memphis', 'StLouis', 'Chicago']",4,2,2
Memphis-Indianapolis,"['Memphis', 'Nashville', 'Indianapolis']",0,0,1
Memphis-Detroit,"['Memphis', 'StLouis', 'Chicago', 'Detroit']",2,0,1
Memphis-StLouis,"['Memphis', 'StLouis']",1,2,1
Memphis-Nashville,"['Memphis', 'Nashville']",0,0,2
Memphis-Cleveland,"['Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",2,0,1
Memphis-NewYork,"['Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",0,4,2
Memphis-Montreal,"['Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,0,1
Memphis-Charlotte,"['Memphis', 'Nashville', 'Charlotte']",0,0,1
Memphis-NewOrleans,"['Memphis', 'NewOrleans']",0,0,1
Memphis-Boston,"['Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",1,1,1
Memphis-Atlanta,"['Memphis', 'Nashville', 'Atlanta']",3,0,2
Memphis-Miami,"['Memphis', 'NewOrleans', 'Miami']",1,0,1
Memphis-WashingtonDC,"['Memphis', 'Nashville', 'Charlotte', 'WashingtonDC']",3,0,1
Memphis-Philadelphia,"['Memphis', 'Nashville', 'Charlotte', 'WashingtonDC', 'Philadelphia']",0,0,2
Memphis-Toronto,"['Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",1,0,1
Memphis-Pittsburgh,"['Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,0,1
Memphis-Cincinnati,"['Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",0,1,1
Memphis-Tampa,"['Memphis', 'Nashville', 'Atlanta', 'Tampa']",1,1,0
Memphis-Winnipeg,"['Memphis', 'StLouis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,1,0
Memphis-Calgary,"['Memphis', 'StLouis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",1,0,0
Memphis-Seattle,"['Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",0,0,1
Memphis-Portland,"['Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Memphis-Sacrameto,"['Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",1,0,0
Memphis-Phoenix,"['Memphis', 'Dallas', 'ElPaso', 'Phoenix']",0,0,1
Memphis-SanDiego,"['Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,0,1
Winnipeg-Vancouver,"['Winnipeg', 'Calgary', 'Vancouver']",0,0,1
Winnipeg-LosAngeles,"['Winnipeg', 'Calgary', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",1,2,0
Winnipeg-SanFrancisco,"['Winnipeg', 'Calgary', 'Vancouver', 'Seattle', 'Portland', 'SanFrancisco']",2,0,0
Winnipeg-LasVegas,"['Winnipeg', 'Calgary', 'SaltLakeCity', 'LasVegas']",0,0,1
Winnipeg-SaltLakeCity,"['Winnipeg', 'Calgary', 'SaltLakeCity']",0,0,1
Winnipeg-ElPaso,"['Winnipeg', 'Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas', 'ElPaso']",0,1,0
Winnipeg-Dallas,"['Winnipeg', 'Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas']",0,0,1
Winnipeg-Houston,"['Winnipeg', 'Minneapolis', 'KansasCity', 'OklahomaCity', 'Dallas', 'Houston']",1,1,0
Winnipeg-OklahomaCity,"['Winnipeg', 'Minneapolis', 'KansasCity', 'OklahomaCity']",0,1,0
Winnipeg-Minneapolis,"['Winnipeg', 'Minneapolis']",1,0,1
Winnipeg-KansasCity,"['Winnipeg', 'Minneapolis', 'KansasCity']",1,0,0
Winnipeg-Denver,"['Winnipeg', 'Minneapolis', 'KansasCity', 'Denver']",0,0,1
Winnipeg-Chicago,"['Winnipeg', 'Minneapolis', 'Chicago']",1,0,1
Winnipeg-Indianapolis,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis']",0,0,1
Winnipeg-Detroit,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit']",0,0,1
Winnipeg-StLouis,"['Winnipeg', 'Minneapolis', 'Chicago', 'StLouis']",2,0,0
Winnipeg-Nashville,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville']",1,0,0
Winnipeg-Cleveland,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland']",2,0,0
Winnipeg-NewYork,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork']",0,3,1
Winnipeg-Montreal,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,1,0
Winnipeg-Charlotte,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Charlotte']",1,0,0
Winnipeg-NewOrleans,"['Winnipeg', 'Minneapolis', 'Chicago', 'StLouis', 'Memphis', 'NewOrleans']",0,1,0
Winnipeg-Boston,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork', 'Boston']",0,1,0
Winnipeg-Atlanta,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta']",1,0,1
Winnipeg-Miami,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa', 'Miami']",1,1,0
Winnipeg-WashingtonDC,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",1,1,0
Winnipeg-Philadelphia,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",0,1,0
Winnipeg-Toronto,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Toronto']",0,1,0
Winnipeg-Pittsburgh,"['Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh']",0,1,0
Winnipeg-Cincinnati,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Cincinnati']",1,0,0
Winnipeg-Tampa,"['Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa']",0,1,0
Winnipeg-Memphis,"['Winnipeg', 'Minneapolis', 'Chicago', 'StLouis', 'Memphis']",0,1,0
Winnipeg-Calgary,"['Winnipeg', 'Calgary']",0,0,1
Winnipeg-Seattle,"['Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,1,0
Winnipeg-Portland,"['Winnipeg', 'Calgary', 'Vancouver', 'Seattle', 'Portland']",0,1,0
Winnipeg-Sacrameto,"['Winnipeg', 'Calgary', 'SaltLakeCity', 'Sacrameto']",0,1,0
Winnipeg-Phoenix,"['Winnipeg', 'Calgary', 'SaltLakeCity', 'LasVegas', 'Phoenix']",1,1,0
Winnipeg-SanDiego,"['Winnipeg', 'Calgary', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",1,0,0
Calgary-Vancouver,"['Calgary', 'Vancouver']",2,1,0
Calgary-LosAngeles,"['Calgary', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",2,0,2
Calgary-SanFrancisco,"['Calgary', 'Vancouver', 'Seattle', 'Portland', 'SanFrancisco']",0,1,1
Calgary-LasVegas,"['Calgary', 'SaltLakeCity', 'LasVegas']",1,0,0
Calgary-SaltLakeCity,"['Calgary', 'SaltLakeCity']",1,0,0
Calgary-ElPaso,"['Calgary', 'SaltLakeCity', 'LasVegas', 'Phoenix', 'ElPaso']",0,1,0
Calgary-Dallas,"['Calgary', 'SaltLakeCity', 'Denver', 'Dallas']",0,2,0
Calgary-Houston,"['Calgary', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston']",0,0,1
Calgary-OklahomaCity,"['Calgary', 'Winnipeg', 'Minneapolis', 'KansasCity', 'OklahomaCity']",0,0,1
Calgary-Minneapolis,"['Calgary', 'Winnipeg', 'Minneapolis']",1,0,1
Calgary-KansasCity,"['Calgary', 'Winnipeg', 'Minneapolis', 'KansasCity']",1,0,0
Calgary-Denver,"['Calgary', 'SaltLakeCity', 'Denver']",0,1,0
Calgary-Chicago,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago']",1,2,0
Calgary-Indianapolis,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis']",0,1,0
Calgary-Detroit,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit']",1,1,0
Calgary-StLouis,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'StLouis']",0,1,0
Calgary-Nashville,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville']",0,0,1
Calgary-Cleveland,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland']",1,0,0
Calgary-NewYork,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork']",1,1,1
Calgary-Montreal,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",0,0,1
Calgary-Charlotte,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Charlotte']",0,1,0
Calgary-NewOrleans,"['Calgary', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston', 'NewOrleans']",0,1,0
Calgary-Boston,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork', 'Boston']",0,0,1
Calgary-Atlanta,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta']",2,0,0
Calgary-Miami,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa', 'Miami']",1,1,0
Calgary-WashingtonDC,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",0,1,1
Calgary-Philadelphia,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",1,0,1
Calgary-Toronto,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Toronto']",0,1,0
Calgary-Pittsburgh,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh']",1,0,0
Calgary-Cincinnati,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Cincinnati']",0,1,0
Calgary-Tampa,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Indianapolis', 'Nashville', 'Atlanta', 'Tampa']",0,1,0
Calgary-Memphis,"['Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'StLouis', 'Memphis']",0,0,1
Calgary-Winnipeg,"['Calgary', 'Winnipeg']",1,0,0
Calgary-Seattle,"['Calgary', 'Vancouver', 'Seattle']",1,2,0
Calgary-Portland,"['Calgary', 'Vancouver', 'Seattle', 'Portland']",0,0,1
Calgary-Sacrameto,"['Calgary', 'SaltLakeCity', 'Sacrameto']",0,1,0
Calgary-Phoenix,"['Calgary', 'SaltLakeCity', 'LasVegas', 'Phoenix']",0,0,1
Calgary-SanDiego,"['Calgary', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",0,1,0
Seattle-Vancouver,"['Seattle', 'Vancouver']",2,5,6
Seattle-LosAngeles,"['Seattle', 'Portland', 'SanFrancisco', 'LosAngeles']",11,10,2
Seattle-SanFrancisco,"['Seattle', 'Portland', 'SanFrancisco']",3,4,3
Seattle-LasVegas,"['Seattle', 'Portland', 'SaltLakeCity', 'LasVegas']",2,1,0
Seattle-SaltLakeCity,"['Seattle', 'Portland', 'SaltLakeCity']",0,1,1
Seattle-ElPaso,"['Seattle', 'Portland', 'SaltLakeCity', 'LasVegas', 'Phoenix', 'ElPaso']",0,1,0
Seattle-Dallas,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'Dallas']",0,2,1
Seattle-Houston,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston']",2,0,1
Seattle-OklahomaCity,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'OklahomaCity']",0,1,0
Seattle-Minneapolis,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis']",2,2,0
Seattle-KansasCity,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity']",0,0,1
Seattle-Denver,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver']",1,0,1
Seattle-Chicago,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago']",4,2,2
Seattle-Indianapolis,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis']",0,0,1
Seattle-Detroit,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit']",0,2,1
Seattle-StLouis,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis']",1,1,1
Seattle-Nashville,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville']",0,0,1
Seattle-Cleveland,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland']",2,1,0
Seattle-NewYork,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork']",3,6,2
Seattle-Montreal,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",3,1,0
Seattle-Charlotte,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Charlotte']",1,0,1
Seattle-NewOrleans,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston', 'NewOrleans']",0,1,0
Seattle-Boston,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'NewYork', 'Boston']",0,1,1
Seattle-Atlanta,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta']",1,1,1
Seattle-Miami,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston', 'NewOrleans', 'Miami']",1,2,0
Seattle-WashingtonDC,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",4,2,0
Seattle-Philadelphia,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",2,1,1
Seattle-Toronto,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Toronto']",4,1,0
Seattle-Pittsburgh,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis', 'Chicago', 'Detroit', 'Cleveland', 'Pittsburgh']",0,1,1
Seattle-Cincinnati,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati']",2,1,0
Seattle-Tampa,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",0,0,1
Seattle-Memphis,"['Seattle', 'Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis']",0,1,0
Seattle-Winnipeg,"['Seattle', 'Vancouver', 'Calgary', 'Winnipeg']",1,0,1
Seattle-Calgary,"['Seattle', 'Vancouver', 'Calgary']",1,2,0
Seattle-Portland,"['Seattle', 'Portland']",2,4,6
Seattle-Sacrameto,"['Seattle', 'Portland', 'SanFrancisco', 'Sacrameto']",4,1,1
Seattle-Phoenix,"['Seattle', 'Portland', 'SaltLakeCity', 'LasVegas', 'Phoenix']",2,1,1
Seattle-SanDiego,"['Seattle', 'Portland', 'SanFrancisco', 'LosAngeles', 'SanDiego']",0,1,1
Portland-Vancouver,"['Portland', 'Seattle', 'Vancouver']",1,2,1
Portland-LosAngeles,"['Portland', 'SanFrancisco', 'LosAngeles']",3,6,2
Portland-SanFrancisco,"['Portland', 'SanFrancisco']",1,1,3
Portland-LasVegas,"['Portland', 'SaltLakeCity', 'LasVegas']",2,1,0
Portland-SaltLakeCity,"['Portland', 'SaltLakeCity']",1,1,0
Portland-ElPaso,"['Portland', 'SaltLakeCity', 'LasVegas', 'Phoenix', 'ElPaso']",0,1,0
Portland-Dallas,"['Portland', 'SaltLakeCity', 'Denver', 'Dallas']",0,0,2
Portland-Houston,"['Portland', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston']",0,0,1
Portland-OklahomaCity,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'OklahomaCity']",1,0,0
Portland-Minneapolis,"['Portland', 'Seattle', 'Vancouver', 'Calgary', 'Winnipeg', 'Minneapolis']",1,1,0
Portland-KansasCity,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity']",1,1,0
Portland-Denver,"['Portland', 'SaltLakeCity', 'Denver']",0,0,1
Portland-Chicago,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago']",2,3,0
Portland-Indianapolis,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis']",1,1,0
Portland-Detroit,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit']",0,0,1
Portland-StLouis,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis']",1,0,1
Portland-Nashville,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville']",0,1,0
Portland-Cleveland,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland']",0,1,0
Portland-NewYork,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork']",1,1,3
Portland-Montreal,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto', 'Montreal']",1,1,0
Portland-Charlotte,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Charlotte']",0,0,1
Portland-NewOrleans,"['Portland', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston', 'NewOrleans']",0,1,0
Portland-Boston,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'NewYork', 'Boston']",1,1,1
Portland-Atlanta,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta']",2,1,0
Portland-Miami,"['Portland', 'SaltLakeCity', 'Denver', 'Dallas', 'Houston', 'NewOrleans', 'Miami']",1,1,0
Portland-WashingtonDC,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC']",2,1,1
Portland-Philadelphia,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh', 'WashingtonDC', 'Philadelphia']",0,1,1
Portland-Toronto,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,1,1
Portland-Pittsburgh,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Pittsburgh']",0,1,0
Portland-Cincinnati,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Indianapolis', 'Cincinnati']",1,1,0
Portland-Tampa,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis', 'Nashville', 'Atlanta', 'Tampa']",2,0,0
Portland-Memphis,"['Portland', 'SaltLakeCity', 'Denver', 'KansasCity', 'StLouis', 'Memphis']",1,0,0
Portland-Winnipeg,"['Portland', 'Seattle', 'Vancouver', 'Calgary', 'Winnipeg']",0,0,1
